campos de atuação,práticas de linguagem,eixos,unidades temáticas,objetos de conhecimento,habilidades,códigos,subject codes,year codes
Campo da vida cotidiana,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,"Ler e compreender, com autonomia, textos injuntivos instrucionais (receitas, instruções de montagem etc.), com a estrutura própria desses textos (verbos imperativos, indicação de passos a ser seguidos) e mesclando palavras, imagens e recursos gráfico- visuais, considerando a situação comunicativa e o tema/assunto do texto.",EF03LP11,port,g3
Campo da vida cotidiana,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,"Ler e compreender, com autonomia, cartas pessoais e diários, com expressão de sentimentos e opiniões, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções do gênero carta e considerando a situação comunicativa e o tema/assunto do texto.",EF03LP12,port,g3
Campo da vida cotidiana,Produção de textos (escrita compartilhada e autônoma),,,Escrita colaborativa,"Planejar e produzir cartas pessoais e diários, com expressão de sentimentos e opiniões, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções dos gêneros carta e diário e considerando a situação comunicativa e o tema/assunto do texto.",EF03LP13,port,g3
Campo da vida cotidiana,Escrita (compartilhada e autônoma),,,Escrita colaborativa,"Planejar e produzir textos injuntivos instrucionais, com a estrutura própria desses textos (verbos imperativos, indicação de passos a ser seguidos) e mesclando palavras, imagens e recursos gráfico-visuais, considerando a situação comunicativa e o tema/ assunto do texto.",EF03LP14,port,g3
Campo da vida cotidiana,Oralidade,,,Produção de texto oral,"Assistir, em vídeo digital, a programa de culinária infantil e, a partir dele, planejar e produzir receitas em áudio ou vídeo.",EF03LP15,port,g3
Campo da vida cotidiana,Análise linguística/semiótica (Ortografização),,,Forma de composição do texto,"Identificar e reproduzir, em textos injuntivos instrucionais (receitas, instruções de montagem, digitais ou impressos), a formatação própria desses textos (verbos imperativos, indicação de passos a ser seguidos) e a diagramação específica dos textos desses gêneros (lista de ingredientes ou materiais e instruções de execução – \""modo de fazer \"").",EF03LP16,port,g3
Campo da vida cotidiana,Análise linguística/semiótica (Ortografização),,,Forma de composição do texto,"Identificar e reproduzir, em gêneros epistolares e diários, a formatação própria desses textos (relatos de acontecimentos, expressão de vivências, emoções, opiniões ou críticas) e a diagramação específica dos textos desses gêneros (data, saudação, corpo do texto, despedida, assinatura).",EF03LP17,port,g3
Campo da vida pública,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,"Ler e compreender, com autonomia, cartas dirigidas a veículos da mídia impressa ou digital (cartas de leitor e de reclamação a jornais, revistas) e notícias, dentre outros gêneros do campo jornalístico, de acordo com as convenções do gênero carta e considerando a situação comunicativa e o tema/assunto do texto.",EF03LP18,port,g3
Campo da vida pública,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,"Identificar e discutir o propósito do uso de recursos de persuasão (cores, imagens, escolha de palavras, jogo de palavras, tamanho de letras) em textos publicitários e de propaganda, como elementos de convencimento.",EF03LP19,port,g3
Campo da vida pública,Produção de textos (escrita compartilhada e autônoma),,,Escrita colaborativa,"Produzir cartas dirigidas a veículos da mídia impressa ou digital (cartas do leitor ou de reclamação a jornais ou revistas), dentre outros gêneros do campopo lítico-cidadão, com opiniões e críticas, de acordo com as convenções do gênero carta e considerando a situação comunicativa e o tema/assunto do texto.",EF03LP20,port,g3
Campo da vida pública,Produção de textos (escrita compartilhada e autônoma),,,Escrita colaborativa,"Produzir anúncios publicitários, textos de campanhas de conscientização destinados ao público infantil, observando os recursos de persuasão utilizados nos textos publicitários e de propaganda (cores, imagens, slogan, escolha de palavras, jogo de palavras, tamanho e tipo de letras, diagramação).",EF03LP21,port,g3
Campo da vida pública,Oralidade,,,Planejamento e produção de texto,"Planejar e produzir, em colaboração com os colegas, telejornal para público infantil com algumas notícias e textos de campanhas que possam ser repassados oralmente ou em meio digital, em áudio ou vídeo, considerando a situação comunicativa, a organização específica da fala nesses gêneros e o tema/assunto/ finalidade dos textos.",EF03LP22,port,g3
Campo da vida pública,Análise linguística/semiótica (Ortografização),,,Forma de composição dos textos,"Analisar o uso de adjetivos em cartas dirigidas a veículos da mídia impressa ou digital (cartas do leitor ou de reclamação a jornais ou revistas), digitais ou impressas.",EF03LP23,port,g3
Campo das práticas de estudo e pesquisa,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,"Ler/ouvir e compreender, com autonomia, relatos de observações e de pesquisas em fontes de informações, considerando a situação comunicativa e o tema/assunto do texto.",EF03LP24,port,g3
Campo das práticas de estudo e pesquisa,Produção de textos (escrita compartilhada e autônoma),,,Produção de textos,"Planejar e produzir textos para apresentar resultados de observações e de pesquisas em fontes de informações, incluindo, quando pertinente, imagens, diagramas e gráficos ou tabelas simples, considerando a situação comunicativa e o tema/assunto do texto.",EF03LP25,port,g3
Campo das práticas de estudo e pesquisa,Análise linguística/semiótica (Ortografização),,,Forma de composição dos textos Adequação do texto às normas de escrita,"Identificar e reproduzir, em relatórios de observação e pesquisa, a formatação e diagramação específica desses gêneros (passos ou listas de itens, tabelas, ilustrações, gráficos, resumo dos resultados), inclusive em suas versões orais.",EF03LP26,port,g3
Campo artístico-literário,Oralidade,,,Performances orais,"Recitar cordel e cantar repentes e emboladas, observando as rimas e obedecendo ao ritmo e à melodia.",EF03LP27,port,g3
Todos os campos de atuação,Leitura/escuta (compartilhada e autônoma),,,Decodificação/Fluência de leitura,"Ler e compreender, silenciosamente e, em seguida, em voz alta, com autonomia e fluência, textos curtos com nível de textualidade adequado.",EF35LP01,port,"g3, g4, g5"
Todos os campos de atuação,Leitura/escuta (compartilhada e autônoma),,,Formação de leitor,"Selecionar livros da biblioteca e/ou do cantinho de leitura da sala de aula e/ou disponíveis em meios digitais para leitura individual, justificando a escolha e compartilhando com os colegas sua opinião, após a leitura.",EF35LP02,port,"g3, g4, g5"
Todos os campos de atuação,Leitura/escuta (compartilhada e autônoma),,,Compreensão,"Identificar a ideia central do texto, demonstrando compreensão global.",EF35LP03,port,"g3, g4, g5"
Todos os campos de atuação,Leitura/escuta (compartilhada e autônoma),,,Estratégia de leitura,Inferir informações implícitas nos textos lidos.,EF35LP04,port,"g3, g4, g5"
Todos os campos de atuação,Leitura/escuta (compartilhada e autônoma),,,Estratégia de leitura,"Inferir o sentido de palavras ou expressões desconhecidas em textos, com base no contexto da frase ou do texto.",EF35LP05,port,"g3, g4, g5"
Todos os campos de atuação,Leitura/escuta (compartilhada e autônoma),,,Estratégia de leitura,"Recuperar relações entre partes de um texto, identificando substituições lexicais (de substantivos por sinônimos) ou pronominais (uso de pronomes anafóricos – pessoais, possessivos, demonstrativos) que contribuem para a continuidade do texto.",EF35LP06,port,"g3, g4, g5"
Todos os campos de atuação,Produção de textos (escrita compartilhada e autônoma),,,Construção do sistema alfabético/ Convenções da escrita,"Utilizar, ao produzir um texto, conhecimentos linguísticos e gramaticais, tais como ortografia, regras básicas de concordância nominal e verbal, pontuação (ponto final, ponto de exclamação, ponto de interrogação, vírgulas em enumerações) e pontuação do discurso direto, quando for o caso.",EF35LP07,port,"g3, g4, g5"
Todos os campos de atuação,Produção de textos (escrita compartilhada e autônoma),,,Construção do sistema alfabético/ Estabelecimento de relações anafóricas na referenciação e construção da coesão,"Utilizar, ao produzir um texto, recursos de referenciação (por substituição lexical ou por pronomes pessoais, possessivos e demonstrativos), vocabulário apropriado ao gênero, recursos de coesão pronominal (pronomes anafóricos) e articuladores de relações de sentido (tempo, causa, oposição, conclusão, comparação), com nível suficiente de informatividade.",EF35LP08,port,"g3, g4, g5"
Todos os campos de atuação,Produção de textos (escrita compartilhada e autônoma),,,Planejamento de texto/Progressão temática e paragrafação,"Organizar o texto em unidades de sentido, dividindo-o em parágrafos segundo as normas gráficas e de acordo com as características do gênero textual.",EF35LP09,port,"g3, g4, g5"
Todos os campos de atuação,Oralidade,,,Forma de composição de gêneros orais,"Identificar gêneros do discurso oral, utilizados em diferentes situações e contextos comunicativos, e suas características linguístico-expressivas e composicionais (conversação espontânea, conversação telefônica, entrevistas pessoais, entrevistas no rádio ou na TV, debate, noticiário de rádio e TV, narração de jogos esportivos no rádio e TV, aula, debate etc.).",EF35LP10,port,"g3, g4, g5"
Todos os campos de atuação,Oralidade,,,Variação linguística,"Ouvir gravações, canções, textos falados em diferentes variedades linguísticas, identificando características regionais, urbanas e rurais da fala e respeitando as diversas variedades linguísticas como características do uso da língua por diferentes grupos regionais ou diferentes culturas locais, rejeitando preconceitos linguísticos.",EF35LP11,port,"g3, g4, g5"
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Construção do sistema alfabético e da ortografia,"Recorrer ao dicionário para esclarecer dúvida sobre a escrita de palavras, especialmente no caso de palavras com relações irregulares fonema-grafema.",EF35LP12,port,"g3, g4, g5"
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Construção do sistema alfabético e da ortografia,Memorizar a grafia de palavras de uso frequente nas quais as relações fonema-grafema são irregulares e com h inicial que não representa fonema.,EF35LP13,port,"g3, g4, g5"
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Morfologia,"Identificar em textos e usar na produção textual pronomes pessoais, possessivos e demonstrativos, como recurso coesivo anafórico.",EF35LP14,port,"g3, g4, g5"
Campo da vida pública,Produção de textos (escrita compartilhada e autônoma),,,Escrita colaborativa,"Opinar e defender ponto de vista sobre tema polêmico relacionado a situações vivenciadas na escola e/ou na comunidade, utilizando registro formal e estrutura adequada à argumentação, considerando a situação comunicativa e o tema/assunto do texto.",EF35LP15,port,"g3, g4, g5"
Campo da vida pública,Análise linguística/semiótica (Ortografização),,,Forma de composição dos textos,"Identificar e reproduzir, em notícias, manchetes, lides e corpo de notícias simples para público infantil e cartas de reclamação (revista infantil), digitais ou impressos, a formatação e diagramação específica de cada um desses gêneros, inclusive em suas versões orais.",EF35LP16,port,"g3, g4, g5"
Campo das práticas de estudo e pesquisa,Leitura/escuta (compartilhada e autônoma),,,Pesquisa,"Buscar e selecionar, com o apoio do professor, informações de interesse sobre fenômenos sociais e naturais, em textos que circulam em meios impressos ou digitais.",EF35LP17,port,"g3, g4, g5"
Campo das práticas de estudo e pesquisa,Oralidade,,,Escuta de textos orais,"Escutar, com atenção, apresentações de trabalhos realizadas por colegas, formulando perguntas pertinentes ao tema e solicitando esclarecimentos sempre que necessário.",EF35LP18,port,"g3, g4, g5"
Campo das práticas de estudo e pesquisa,Oralidade,,,Compreensão de textos orais,"Recuperar as ideias principais em situações formais de escuta de exposições, apresentações e palestras.",EF35LP19,port,"g3, g4, g5"
Campo das práticas de estudo e pesquisa,Oralidade,,,Planejamento de texto oral Exposição oral,"Expor trabalhos ou pesquisas escolares, em sala de aula, com apoio de recursos multissemióticos (imagens, diagrama, tabelas etc.), orientando-se por roteiro escrito, planejando o tempo de fala e adequando a linguagem à situação comunicativa.",EF35LP20,port,"g3, g4, g5"
Campo artístico-literário,Leitura/escuta (compartilhada e autônoma),,,Formação do leitor literário,"Ler e compreender, de forma autônoma, textos literários de diferentes gêneros e extensões, inclusive aqueles sem ilustrações, estabelecendo preferências por gêneros, temas, autores.",EF35LP21,port,"g3, g4, g5"
Campo artístico-literário,Leitura/escuta (compartilhada e autônoma),,,Formação do leitor literário/ Leitura multissemiótica,"Perceber diálogos em textos narrativos, observando o efeito de sentido de verbos de enunciação e, se for o caso, o uso de variedades linguísticas no discurso direto.",EF35LP22,port,"g3, g4, g5"
Campo artístico-literário,Leitura/escuta (compartilhada e autônoma),,,Apreciação estética/Estilo,"Apreciar poemas e outros textos versificados, observando rimas, aliterações e diferentes modos de divisão dos versos, estrofes e refrões e seu efeito de sentido.",EF35LP23,port,"g3, g4, g5"
Campo artístico-literário,Leitura/escuta (compartilhada e autônoma),,,Textos dramáticos,Identificar funções do texto dramático (escrito para ser encenado) e sua organização por meio de diálogos entre personagens e marcadores das falas das personagens e de cena.,EF35LP24,port,"g3, g4, g5"
Campo artístico-literário,Produção de textos (escrita compartilhada e autônoma),,,Escrita autônoma e compartilhada,"Criar narrativas ficcionais, com certa autonomia, utilizando detalhes descritivos, sequências de eventos e imagens apropriadas para sustentar o sentido do texto, e marcadores de tempo, espaço e de fala de personagens.",EF35LP25,port,"g3, g4, g5"
Campo artístico-literário,Produção de textos (escrita compartilhada e autônoma),,,Escrita autônoma e compartilhada,"Ler e compreender, com certa autonomia, narrativas ficcionais que apresentem cenários e personagens, observando os elementos da estrutura narrativa: enredo, tempo, espaço, personagens, narrador e a construção do discurso indireto e discurso direto.",EF35LP26,port,"g3, g4, g5"
Campo artístico-literário,Produção de textos (escrita compartilhada e autônoma),,,Escrita autônoma,"Ler e compreender, com certa autonomia, textos em versos, explorando rimas, sons e jogos de palavras, imagens poéticas (sentidos figurados) e recursos visuais e sonoros.",EF35LP27,port,"g3, g4, g5"
Campo artístico-literário,Oralidade,,,Declamação,"Declamar poemas, com entonação, postura e interpretação adequadas.",EF35LP28,port,"g3, g4, g5"
Campo artístico-literário,Análise linguística/semiótica (Ortografização),,,Formas de composição de narrativas,"Identificar, em narrativas, cenário, personagem central, conflito gerador, resolução e o ponto de vista com base no qual histórias são narradas, diferenciando narrativas em primeira e terceira pessoas.",EF35LP29,port,"g3, g4, g5"
Campo artístico-literário,Análise linguística/semiótica (Ortografização),,,Discurso direto e indireto,"Diferenciar discurso indireto e discurso direto, determinando o efeito de sentido de verbos de enunciação e explicando o uso de variedades linguísticas no discurso direto, quando for o caso.",EF35LP30,port,"g3, g4, g5"
Campo artístico-literário,Análise linguística/semiótica (Ortografização),,,Forma de composição de textos poéticos,"Identificar, em textos versificados, efeitos de sentido decorrentes do uso de recursos rítmicos e sonoros e de metáforas.",EF35LP31,port,"g3, g4, g5"
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Construção do sistema alfabético e da ortografia,Grafar palavras utilizando regras de correspondência fonema--grafema regulares diretas e contextuais.,EF04LP01,port,g4
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Construção do sistema alfabético e da ortografia,"Ler e escrever, corretamente, palavras com sílabas VV e CVV em casos nos quais a combinação VV (ditongo) é reduzida na língua oral (ai, ei, ou).",EF04LP02,port,g4
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Conhecimento do alfabeto do português do Brasil/Ordem alfabética/Polissemia,"Localizar palavras no dicionário para esclarecer significados, reconhecendo o significado mais plausível para o contexto que deu origem à consulta.",EF04LP03,port,g4
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Conhecimento das diversas grafias do alfabeto/ Acentuação,"Usar acento gráfico (agudo ou circunflexo) em paroxítonas terminadas em -i(s), -l, -r, -ão(s).",EF04LP04,port,g4
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Pontuação,"Identificar a função na leitura e usar, adequadamente, na escrita ponto final, de interrogação, de exclamação, dois-pontos e travessão em diálogos (discurso direto), vírgula em enumerações e em separação de vocativo e de aposto.",EF04LP05,port,g4
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Morfologia/Morfossintaxe,Identificar em textos e usar na produção textual a concordância entre substantivo ou pronome pessoal e verbo (concordância verbal).,EF04LP06,port,g4
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Morfossintaxe,"Identificar em textos e usar na produção textual a concordância entre artigo, substantivo e adjetivo (concordância no grupo nominal).",EF04LP07,port,g4
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Morfologia,"Reconhecer e grafar, corretamente, palavras derivadas com os sufixos -agem, -oso, -eza, -izar/-isar (regulares morfológicas).",EF04LP08,port,g4
Campo da vida cotidiana,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,"Ler e compreender, com autonomia, boletos, faturas e carnês, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções do gênero (campos, itens elencados, medidas de consumo, código de barras) e considerando a situação comunicativa e a finalidade do texto.",EF04LP09,port,g4
Campo da vida cotidiana,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,"Ler e compreender, com autonomia, cartas pessoais de reclamação, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções do gênero carta e considerando a situação comunicativa e o tema/assunto/finalidade do texto.",EF04LP10,port,g4
Campo da vida cotidiana,Produção de textos (escrita compartilhada e autônoma),,,Escrita colaborativa,"Planejar e produzir, com autonomia, cartas pessoais de reclamação, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções do gênero carta e com a estrutura própria desses textos (problema, opinião, argumentos), considerando a situação comunicativa e o tema/assunto/finalidade do texto.",EF04LP11,port,g4
Campo da vida cotidiana,Oralidade,,,Produção de texto oral,"Assistir, em vídeo digital, a programa infantil com instruções de montagem, de jogos e brincadeiras e, a partir dele, planejar e produzir tutoriais em áudio ou vídeo.",EF04LP12,port,g4
Campo da vida cotidiana,Análise linguística/semiótica (Ortografização),,,Forma de composição do texto,"Identificar e reproduzir, em textos injuntivos instrucionais (instruções de jogos digitais ou impressos), a formatação própria desses textos (verbos imperativos, indicação de passos a ser seguidos) e formato específico dos textos orais ou escritos desses gêneros (lista/ apresentação de materiais e instruções/passos de jogo).",EF04LP13,port,g4
Campo da vida pública,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,"Identificar, em notícias, fatos, participantes, local e momento/tempo da ocorrência do fato noticiado.",EF04LP14,port,g4
Campo da vida pública,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,"Distinguir fatos de opiniões/sugestões em textos (informativos, jornalísticos, publicitários etc.).",EF04LP15,port,g4
Campo da vida pública,Produção de textos (escrita compartilhada e autônoma),,,Escrita colaborativa,"Produzir notícias sobre fatos ocorridos no universo escolar, digitais ou impressas, para o jornal da escola, noticiando os fatos e seus atores e comentando decorrências, de acordo com as convenções do gênero notícia e considerando a situação comunicativa e o tema/assunto do texto.",EF04LP16,port,g4
Campo da vida pública,Oralidade,,,Planejamento e produção de texto,"Produzir jornais radiofônicos ou televisivos e entrevistas veiculadas em rádio, TV e na internet, orientando-se por roteiro ou texto e demonstrando conhecimento dos gêneros jornal falado/televisivo e entrevista.",EF04LP17,port,g4
Campo da vida pública,Análise linguística/semiótica (Ortografização),,,Forma de composição dos textos,Analisar o padrão entonacional e a expressão facial e corporal de âncoras de jornais radiofônicos ou televisivos e de entrevistadores/entrevistados.,EF04LP18,port,g4
Campo das práticas de estudo e pesquisa,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,"Ler e compreender textos expositivos de divulgação científica para crianças, considerando a situação comunicativa e o tema/ assunto do texto.",EF04LP19,port,g4
Campo das práticas de estudo e pesquisa,Leitura/escuta (compartilhada e autônoma),,,Imagens analíticas em textos,"Reconhecer a função de gráficos, diagramas e tabelas em textos, como forma de apresentação de dados e informações.",EF04LP20,port,g4
Campo das práticas de estudo e pesquisa,Produção de textos (escrita compartilhada e autônoma),,,Produção de textos,"Planejar e produzir textos sobre temas de interesse, com base em resultados de observações e pesquisas em fontes de informações impressas ou eletrônicas, incluindo, quando pertinente, imagens e gráficos ou tabelas simples, considerando a situação comunicativa e o tema/assunto do texto.",EF04LP21,port,g4
Campo das práticas de estudo e pesquisa,Produção de textos (escrita compartilhada e autônoma),,,Escrita autônoma,"Planejar e produzir, com certa autonomia, verbetes de enciclopédia infantil, digitais ou impressos, considerando a situação comunicativa e o tema/ assunto/finalidade do texto.",EF04LP22,port,g4
Campo das práticas de estudo e pesquisa,Análise linguística/semiótica (Ortografização),,,Forma de composição dos textos Coesão e articuladores,"Identificar e reproduzir, em verbetes de enciclopédia infantil, digitais ou impressos, a formatação e diagramação específica desse gênero (título do verbete, definição, detalhamento, curiosidades), considerando a situação comunicativa e o tema/assunto/finalidade do texto.",EF04LP23,port,g4
Campo das práticas de estudo e pesquisa,Análise linguística/semiótica (Ortografização),,,Forma de composição dos textos Adequação do texto às normas de escrita,"Identificar e reproduzir, em seu formato, tabelas, diagramas e gráficos em relatórios de observação e pesquisa, como forma de apresentação de dados e informações.",EF04LP24,port,g4
Campo das práticas de estudo e pesquisa,Produção de textos (escrita compartilhada e autônoma),,,Escrita autônoma,"Representar cenas de textos dramáticos, reproduzindo as falas das personagens, de acordo com as rubricas de interpretação e movimento indicadas pelo autor.",EF04LP25,port,g4
Campo artístico-literário,Análise linguística/semiótica (Ortografização),,,Forma de composição de textos poéticos visuais,"Observar, em poemas concretos, o formato, a distribuição e a diagramação das letras do texto na página.",EF04LP26,port,g4
Campo artístico-literário,Análise linguística/semiótica (Ortografização),,,Forma de composição de textos dramáticos,"Identificar, em textos dramáticos, marcadores das falas das personagens e de cena.",EF04LP27,port,g4
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Construção do sistema alfabético e da ortografia,"Grafar palavras utilizando regras de correspondência fonema-grafema regulares, contextuais e morfológicas e palavras de uso frequente com correspondências irregulares.",EF05LP01,port,g5
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Conhecimento do alfabeto do português do Brasil/Ordem alfabética/Polissemia,"Identificar o caráter polissêmico das palavras (uma mesma palavra com diferentes significados, de acordo com o contexto de uso), comparando o significado de determinados termos utilizados nas áreas científicas com esses mesmos termos utilizados na linguagem usual.",EF05LP02,port,g5
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Conhecimento das diversas grafias do alfabeto/ Acentuação,"Acentuar corretamente palavras oxítonas, paroxítonas e proparoxítonas.",EF05LP03,port,g5
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Pontuação,"Diferenciar, na leitura de textos, vírgula, ponto e vírgula, dois-pontos e reconhecer, na leitura de textos, o efeito de sentido que decorre do uso de reticências, aspas, parênteses.",EF05LP04,port,g5
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Morfologia,"Identificar a expressão de presente, passado e futuro em tempos verbais do modo indicativo.",EF05LP05,port,g5
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Morfologia,"Flexionar, adequadamente, na escrita e na oralidade, os verbos em concordância com pronomes pessoais/nomes sujeitos da oração.",EF05LP06,port,g5
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Morfologia,"Identificar, em textos, o uso de conjunções e a relação que estabelecem entre partes do texto: adição, oposição, tempo, causa, condição, finalidade.",EF05LP07,port,g5
Todos os campos de atuação,Análise linguística/semiótica (Ortografização),,,Morfologia,"Diferenciar palavras primitivas, derivadas e compostas, e derivadas por adição de prefixo e de sufixo.",EF05LP08,port,g5
Campo da vida cotidiana,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,"Ler e compreender, com autonomia, textos instrucional de regras de jogo, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções do gênero e considerando a situação comunicativa e a finalidade do texto.",EF05LP09,port,g5
Campo da vida cotidiana,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,"Ler e compreender, com autonomia, anedotas, piadas e cartuns, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções do gênero e considerando a situação comunicativa e a finalidade do texto.",EF05LP10,port,g5
Campo da vida cotidiana,Produção de textos (escrita compartilhada e autônoma),,,Escrita colaborativa,"Registrar, com autonomia, anedotas, piadas e cartuns, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções do gênero e considerando a situação comunicativa e a finalidade do texto.",EF05LP11,port,g5
Campo da vida cotidiana,Escrita (compartilhada e autônoma),,,Escrita colaborativa,"Planejar e produzir, com autonomia, textos instrucionais de regras de jogo, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções do gênero e considerando a situação comunicativa e a finalidade do texto.",EF05LP12,port,g5
Campo da vida cotidiana,Oralidade,,,Produção de texto oral,"Assistir, em vídeo digital, a postagem de vlog infantil de críticas de brinquedos e livros de literatura infantil e, a partir dele, planejar e produzir resenhas digitais em áudio ou vídeo.",EF05LP13,port,g5
Campo da vida cotidiana,Análise linguística/semiótica (Ortografização),,,Forma de composição do texto,"Identificar e reproduzir, em textos de resenha crítica de brinquedos ou livros de literatura infantil, a formatação própria desses textos (apresentação e avaliação do produto).",EF05LP14,port,g5
Campo da vida pública,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,"Ler/assistir e compreender, com autonomia, notícias, reportagens, vídeos em vlogs argumentativos, dentre outros gêneros do campo político-cidadão, de acordo com as convenções dos gêneros e considerando a situação comunicativa e o tema/assunto do texto.",EF05LP15,port,g5
Campo da vida pública,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,Comparar informações sobre um mesmo fato veiculadas em diferentes mídias e concluir sobre qual é mais confiável e por quê.,EF05LP16,port,g5
Campo da vida pública,Produção de textos (escrita compartilhada e autônoma),,,Escrita colaborativa,"Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.",EF05LP17,port,g5
Campo da vida pública,Oralidade,,,Planejamento e produção de texto,"Roteirizar, produzir e editar vídeo para vlogs argumentativos sobre produtos de mídia para público infantil (filmes, desenhos animados, HQs, games etc.), com base em conhecimentos sobre os mesmos, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/ assunto/finalidade do texto.",EF05LP18,port,g5
Campo da vida pública,Oralidade,,,Produção de texto,"Argumentar oralmente sobre acontecimentos de interesse social, com base em conhecimentos sobre fatos divulgados em TV, rádio, mídia impressa e digital, respeitando pontos de vista diferentes.",EF05LP19,port,g5
Campo da vida pública,Análise linguística/semiótica (Ortografização),,,Forma de composição dos textos,"Analisar a validade e força de argumentos em argumentações sobre produtos de mídia para público infantil (filmes, desenhos animados, HQs, games etc.), com base em conhecimentos sobre os mesmos.",EF05LP20,port,g5
Campo da vida pública,Análise linguística/semiótica (Ortografização),,,Forma de composição dos textos,"Analisar o padrão entonacional, a expressão facial e corporal e as escolhas de variedade e registro linguísticos de vloggers de vlogs opinativos ou argumentativos.",EF05LP21,port,g5
Campo das práticas de estudo e pesquisa,Leitura/escuta (compartilhada e autônoma),,,Compreensão em leitura,"Ler e compreender verbetes de dicionário, identificando a estrutura, as informações gramaticais (significado de abreviaturas) e as informações semânticas.",EF05LP22,port,g5
Campo das práticas de estudo e pesquisa,Leitura/escuta (compartilhada e autônoma),,,Imagens analíticas em textos,Comparar informações apresentadas em gráficos ou tabelas.,EF05LP23,port,g5
Campo das práticas de estudo e pesquisa,Produção de textos (escrita compartilhada e autônoma),,,Produção de textos,"Planejar e produzir texto sobre tema de interesse, organizando resultados de pesquisa em fontes de informação impressas ou digitais, incluindo imagens e gráficos ou tabelas, considerando a situação comunicativa e o tema/assunto do texto.",EF05LP24,port,g5
Campo artístico-literário,Oralidade,,,Performances orais,"Planejar e produzir, com certa autonomia, verbetes de dicionário, digitais ou impressos, considerando a situação comunicativa e o tema/assunto/finalidade do texto.",EF05LP25,port,g5
Campo das práticas de estudo e pesquisa,Análise linguística/semiótica (Ortografização),,,Forma de composição dos textos Adequação do texto às normas de escrita,"Utilizar, ao produzir o texto, conhecimentos linguísticos e gramaticais: regras sintáticas de concordância nominal e verbal, convenções de escrita de citações, pontuação (ponto final, dois-pontos, vírgulas em enumerações) e regras ortográficas.",EF05LP26,port,g5
Campo das práticas de estudo e pesquisa,Análise linguística/semiótica (Ortografização),,,Forma de composição dos textos Coesão e articuladores,"Utilizar, ao produzir o texto, recursos de coesão pronominal (pronomes anafóricos) e articuladores de relações de sentido (tempo, causa, oposição, conclusão, comparação), com nível adequado de informatividade.",EF05LP27,port,g5
Campo artístico-literário,Análise linguística/semiótica (Ortografização),,,Forma de composição de textos poéticos visuais,"Observar, em ciberpoemas e minicontos infantis em mídia digital, os recursos multissemióticos presentes nesses textos digitais.",EF05LP28,math,g5
